id,rating,status
1452327,0,do
3603814,0,do
1404750,10,do
3451700,0,do
1419282,10,do
1421914,0,do
1412675,0,do
3800559,0,wish
11516667,6,collect
3435645,8,collect
1888623,6,collect
1406094,10,collect
3636700,10,collect
1404303,8,collect
